city|city_latitude|city_longitude|forecast_28-09-2021|forecast_29-09-2021|forecast_30-09-2021|forecast_01-10-2021|forecast_02-10-2021|forecast_03-10-2021|forecast_04-10-2021|mean_tmax|mean_tmin|mean_proba_rain|mean_proba_wind_more_70|is_good_weather|hotel_name|hotel_rating|hotel_price|hotel_text|hotel_address|hotel_lat|hotel_long
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|La Bastide du Calalou; BW Signature Collection|8.4|154|Vous pouvez beneficier d une reduction Genius dans l etablissement La Bastide du Calalou BW Signature Collection pour economiser La Bastide Du Calalou est situee a 30 minutes de route des Gorges du Verdon et a 20 minutes en voiture du lac de Sainte Croix Elle dispose d une piscine exterieure chauffee d un court de tennis et de chambres elegantes donnant sur la vallee d Aups |Le Village, 83630 Moissac-Bellevue, France|43.65436638|6.16950452
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|La Ferme Rose-Hôtel de Charme|9.0|147|Situe a 1 km de Moustiers Sainte Marie l etablissement La Ferme Rose dispose d une grande collection d objets des annees 1950 ainsi que de peintures de Maurice Vagh Weinmann Il propose egalement une piscine exterieure en saison et une terrasse meublee Climatisees et insonorisees les chambres de La Ferme Rose beneficient toutes d une decoration qui leur est propre Elles disposent d une connexion Wi Fi gratuite d une television et d une salle de bains privative Certaines possedent un balcon et offrent une vue sur la vallee ou sur le jardin |La Ferme Rose, Chemin de Peyrengue, 04360 Moustiers-Sainte-Marie, France|43.83838463|6.21520936
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|Terres de France - Résidence Côté Provence|7.3|94|Situe a Greoux les Bains a 43 km de Lourmarin l etablissement Terres de France Residence Cote Provence propose une piscine exterieure ouverte en saison et une connexion Wi Fi gratuite Les hebergements sont dotes de la climatisation d une cuisine entierement equipee avec un coin repas d une television a ecran plat et d une salle de bains privative avec baignoire Vous pourrez profiter d un lave vaisselle d un micro ondes d un refrigerateur d une bouilloire et d une machine a cafe |11 Avenue des Thermes, 04800 Gréoux-les-Bains, France|43.757202|5.89661
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|Camping Frédéric Mistral|8.2|52|Le camping Frederic Mistral est situe dans le centre ville de Castellane a seulement 4 km du lac de Castillon et a 100 metres de la place du marche et des commerces Il vous permettra de decouvrir la campagne de Haute Provence Vous beneficierez gratuitement d une connexion Wi Fi dans les parties communes Les chalets et les mobile homes du Frederic Mistral sont installes a l ombre des arbres Ils comportent tous une entree privee un balcon et un salon dote d une kitchenette decloisonnee avec des plaques de cuisson un micro ondes et une cafetiere |12 Av. Frédéric Mistral, 04120 Castellane, France|43.84615569|6.50986075
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|La Clorinde|9.2|103|Vous pouvez beneficier d une reduction Genius dans l etablissement La Clorinde pour economiser Installee a 800 metres de Moustiers Sainte Marie la maison d hotes La Clorinde vous propose une vue panoramique sur les montagnes un grand jardin et une terrasse Decoree dans des tons colores elle comprend egalement une connexion Wi Fi gratuite |chemin du Jas du colombier, 04360 Moustiers-Sainte-Marie, France|43.83828039|6.22067034
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|Camping La Ferme de Castellane|8.9|17|Installe dans le village de Castellane le Camping La Ferme de Castellane se situe sur les berges de la riviere a 5 minutes de route des gorges du Verdon L etablissement comprend un terrain de petanque et une connexion Wi Fi gratuite dans les parties communes Sur place vous pourrez egalement jouer au ping pong Decores avec simplicite avec un mobilier en bois tous les chalets et les mobile homes incluent une television par cable et une terrasse privee Leur salle de bains privative est munie d une douche Etablis en lisiere de la foret tous les types d hebergements offrent une vue sur la montagne |Quartier la Lagne, 04120 Castellane, France|43.83862066|6.54142499
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|Admirez la Nature, séjourner différemment !|9.4|212|Installe a Montagnac a 9 km du lac de Sainte Croix l Admirez la Nature sejourner differemment propose des chambres au coeur de la foret Toutes incluent une terrasse offrant une vue sur le jardin Les hebergements de cette chambre d hotes disposent d une armoire et d une salle de bains privative avec des articles de toilette gratuits Certains possedent un coin salon |Maison la Pinède Route d'Allemagne, 04500 Montagnac, France|43.77564415|6.07458115
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|Camping Notre Dame|8.7|73|Ce terrain de camping a la gestion familiale est situe a seulement 600 metres du centre de Castellane Vous pourrez vous detendre sous les tilleuls ou utiliser le barbecue installe dans le jardin Le Camping Notre Dame propose des mobiles homes dotes d un patio prive d un coin salon et d une kitchenette Tous sont pourvus d une salle de bains privative Le linge de lit et les serviettes de toilette sont disponibles a la location |D 952-Route des Gorges du Verdon, 04120 Castellane, France|43.8457069|6.50452584
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|L'Escalo|9.2|400|Situe a Moustiers Sainte Marie L Escalo propose un salon commun une connexion Wi Fi gratuite une cuisine commune et un distributeur automatique de billets Offrant une vue sur la montagne cette maison de vacances se trouve a 35 km de Greoux les Bains Cette maison de vacances comprend 4 chambres 5 salles de bains du linge de lit des serviettes une television par cable a ecran plat un coin repas une cuisine entierement equipee et une terrasse avec vue sur la ville Pour plus de commodite l etablissement peut fournir des serviettes et du linge de lit moyennant des frais supplementaires |Rue de la Bourgade, 04360 Moustiers-Sainte-Marie, France|43.84683602|6.2220936
Gorges du Verdon|43.7284|6.3044|{'t_max': 21, 't_min': 12, 'proba_rain': 10, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 10, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 11, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 10, 'proba_rain': 50, 'proba_wind_more_70': 0}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 0}|21.0|10.285714285714286|41.42857142857143|0.0|True|Logis Grand Hotel Bain|7.8|76|Le Logis Grand Hotel Bain est un hotel a la gestion familiale ouvert depuis 1737 situe a Comps sur Artuby pres des Gorges du Verdon Il propose des chambres dotees d une salle de bains privative d une connexion Wi Fi gratuite et d une television Chaque jour l hotel sert un petit dejeuner buffet et son restaurant prepare une cuisine provencale locale via un choix de menus Vous pourrez gouter des vins regionaux dans le bar de l hotel ou vous detendre dans le jardin |Av De Fayet, 83840 Comps-sur-Artuby, France|43.70967197|6.50855184
Bormes-les-Mimosas|43.1623|6.3496|{'t_max': 25, 't_min': 21, 'proba_rain': 0, 'proba_wind_more_70': 0}|{'t_max': 26, 't_min': 17, 'proba_rain': 10, 'proba_wind_more_70': 10}|{'t_max': 24, 't_min': 16, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 23, 't_min': 18, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 23, 't_min': 17, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 17, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 22, 't_min': 17, 'proba_rain': 60, 'proba_wind_more_70': 10}|23.57142857142857|17.571428571428573|32.857142857142854|4.285714285714286|True|Hôtel Paradis|8.0|57|L hotel Paradis occupe un batiment datant de 1920 et beneficie d un jardin luxuriant Il offre une vue panoramique sur la mer et le vieux village de Bormes Plusieurs chambres possedent un balcon donnant sur la mer d autres surplombent le village Les chambres sont aussi equipees d une connexion Wi Fi gratuite et d une television |62 Impasse du Castellan, 83230 Bormes-les-Mimosas, France|43.144686|6.335125
Bormes-les-Mimosas|43.1623|6.3496|{'t_max': 25, 't_min': 21, 'proba_rain': 0, 'proba_wind_more_70': 0}|{'t_max': 26, 't_min': 17, 'proba_rain': 10, 'proba_wind_more_70': 10}|{'t_max': 24, 't_min': 16, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 23, 't_min': 18, 'proba_rain': 30, 'proba_wind_more_70': 0}|{'t_max': 23, 't_min': 17, 'proba_rain': 40, 'proba_wind_more_70': 0}|{'t_max': 22, 't_min': 17, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 22, 't_min': 17, 'proba_rain': 60, 'proba_wind_more_70': 10}|23.57142857142857|17.571428571428573|32.857142857142854|4.285714285714286|True|Hotel La Voile|7.9|82|L Hotel La Voile est idealement situe a seulement 400 metres des plages et du port de Bormes dans un environnement calme et paisible a proximite du village de La Faviere Il possede une piscine exterieure chauffee et un bar salon Plusieurs chambres de l hotel offrent une vue sur la mer ou le jardin Vous aurez le choix entre des chambres simples ou doubles certaines pouvant accueillir jusqu a 4 personnes |165 Avenue Des Girelles - La Favière, 83230 Bormes-les-Mimosas, France|43.12549|6.3573
